user_name,place_id,place_name,rating,review_text,review_time
Raghu B,ChIJA9XmEZaXBjsREmckXJgSs8g,Arulmigu Sankaranarayana Swamy Temple,5,"Hi 👋 I am from Bengaluru and I visited this Beautiful Temple on 25/02/26.
1)Arulmigu Sankaranarayanar Thirukovil is located in Sankarankovil, Tenkasi District, Tamil Nadu
2)Situated in the heart of Sankarankovil town, about 56 km from Tirunelveli and 35 km from Tenkasi.
Well connected by road and rail.
3)Sankaranarayanar — a unique form combining Lord Shiva (Sankara) and Lord Vishnu (Narayana) in Same  one idol.
4)The right side represents Lord Shiva.
The left side represents Lord Vishnu.
5)Goddess Gomathi Amman (consort of Sankaranarayanar) has a separate shrine and is very powerful.
6)Sri Adi Sankara (the sage) is said to have worshipped here.
7)This Temple resembles  both
SHIV & NARAYANA are equal and the same divine energy, they appeared here as a single deity — Sankaranarayanar.
8)The temple thus symbolizes the unity of Shaivism and Vaishnavism.
9) Temple Timings is from 5.30AM to 12.30 PM & from 4PM to 8.30PM.
10) Majority Trains stops here from Railway station Take an Auto 🛺 with 60rs fair.
11) if you r Coming by Bus then Bus Station just walkable Distance around 700mts..
12)If  By your own Vehicles then follow Google Maps for exact Location.
13) Parking place is available for all Vehicles.
14) U can take Bags inside the Temple.
15) Mobile Phones are Not Allowed inside the Temple don't worry they have locker facilities with 10rs each.
16) Lots of Hotels/Shops are available for Food, Pooja items and Accommodation purpose.
17) No Dress code but be in Traditional Way.
Note : Don't forget to see Shankar NARAYANA Idol which is unique and one and only statue in Entire India i think,
Really Idol is sooooo Beautiful u will just keep on  seeing the God only..
17)",a month ago
Sathishkumar Balakrishnan,ChIJA9XmEZaXBjsREmckXJgSs8g,Arulmigu Sankaranarayana Swamy Temple,5,"Peaceful temple
Siva (Shankara), Siva + Narayanan and Gandhimathi (Parvathi) sanathi in this temple

Both Siva and vishnu in a single body ( oru therumeni) statue is special in this temple. From 👑 crown to foot all different between both Shankaranarayana Statue. So you can clearly find out both bodies in a single statue.

Awesome dharson

Cuteee elephant 🐘

This temple located near by Shankaran Kovil Bus stand and around 2 kms from Railway station.

Share auto available from railway station
Bus stand situated walkable distance.",2 months ago
Rahul S,ChIJA9XmEZaXBjsREmckXJgSs8g,Arulmigu Sankaranarayana Swamy Temple,5,"An Architectural Marvel: Beyond Words""
""Visiting the Arulmigu sankaranarayana swamy temple  was an experience that truly defies description. It is not just a temple; it is an architectural marvel carved into stone.
The intricate stone carvings and sculptures are simply astounding—a visual wonder that leaves you speechless. To think of the immense effort and dedication required to construct such a masterpiece over 1,000 years ago is mind-boggling. The sheer scale and detail are beyond magnificent.
Stepping inside the temple premises is like entering another world altogether. The profound atmosphere instantly transports you, creating an almost surreal and intensely spiritual feeling.
In short: Spectacular, breathtaking, magnificent! This temple is an absolute must-see, a place that embodies the greatness of our ancient heritage.""",6 months ago
chitra Murali,ChIJA9XmEZaXBjsREmckXJgSs8g,Arulmigu Sankaranarayana Swamy Temple,4,"Very huge, ancient and beautiful temple.  Big beautiful gopuram. There are three separate shrines for three main deities- Shankaralingam, Shankaranarayanan and Gomati ammal.  Besides these, there are shrines for Varaahi, Valli devyani sametha Subramanya Swami and Nataraja.

There was also this sweet looking temple elephant we were lucky and happy to see.

However I sincerely feel that the temple and it's surroundings can be more cleanly maintained and the devotees offering prasad to the public also take care of proper waste disposal and marked areas for washing of hands after partaking the prasad they bring.  We did not find any taps to wash our hands.  A stall vendor offered her water bottle and we washed out hands with very little water in a common area.  Because it was raining, it wasn't noticed or very evident.  But still I felt bad as there was no other area with taps for devotees to wash their hands.

If you plan to buy flowers garlands, please buy three atleast for the three main deities.  I had taken just one garland and some bananas as I didn't know there were three deities.  So I gave the garland at the Shankaralingam altar and the bananas at the Shankaranarayanan altar.  I didn't have anything to give at the Gomati ammal altar.  Please don't make this mistake.",5 months ago
venkat,ChIJA9XmEZaXBjsREmckXJgSs8g,Arulmigu Sankaranarayana Swamy Temple,5,"Vibrant, peaceful, soothing, divine temple.  Good maintenance. Elephant's presence adds awesome vibes. Sankara lingam, Shankaranarayanan, Gomati ammal, pulithevar gugai,  sree yenthram, spadiga lingam...all are real blessing to experience. Must see temple.",4 months ago
Snabak Vinod AJ,ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,Tiger Falls,5,"Tiger Falls is very near to main falls and the water is always coming same level, so it won't be closed even in heavy rain. You will get a good experience when you put your head and body into the falls, great therapy. Enjoy the moment.",4 months ago
Gayathri shri Kashyap,ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,Tiger Falls,4,A small falls in thenkasi where one has enjoy comfortably.,6 months ago
Prem Kumar,ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,Tiger Falls,4,Seems like a private falls when I visited. You can't much enjoy but you can spend a good time here.,a month ago
haston kumar,ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,Tiger Falls,2,"Crowded spot. Small fall, but force of water will give a good relax feel.
Safe place, even at night it is well lit so that one can experience the water fall.",6 months ago
Sajin Shereef,ChIJ3SL2-ywqBDsReqhmPpQ1N6Y,Tiger Falls,2,"Tiger Falls is often talked about as a tourist spot, but in reality, it’s quite a small waterfall. You’ll see just a stream of water trickling down from the rocks rather than a powerful fall. If you go with the expectation of a big scenic waterfall, you might feel underwhelmed.
One of the biggest downsides is the crowd. On weekends and holidays, the place becomes extremely busy, and the charm of sitting peacefully by the falls is lost in the rush. Parking and vehicle entry are not managed well, which makes the whole experience tiring even before reaching the spot.
There are a few small shops nearby selling snacks and refreshments, which is convenient if you’re spending some time there. However, the lack of proper facilities and organization makes the place feel a bit chaotic.
Overall, Tiger Falls is fine for a short stop if you’re passing through or if you just want to say you’ve been there. But if you’re looking for a proper waterfall experience, this one may not live up to expectations.",8 months ago
Aravind R Chandran,ChIJ8YVwxCXWBTsRvT3uZ68XOd4,Thenmala Dam,5,"Extremely picturesque place, really good atmosphere. Gets kind of sunny but if you love walking a lot, you'd love it. The views are aesthetic and refreshing and from the top, it's amazing. The vastness of the amount of water in the reservoir really hits you from the top. Lots of monkeys, make sure you hold your food in your hand tight.",a month ago
Blessy Babu,ChIJ8YVwxCXWBTsRvT3uZ68XOd4,Thenmala Dam,5,"Visited Thenmala recently and it was a really beautiful and refreshing experience. The dam area is scenic and peaceful, perfect to just slow down and enjoy nature. We also did the forest safari and visited the deer rehabilitation center — it was nice to see the place being well maintained and calm, especially surrounded by greenery.

The coracle ride was my favorite part. The river was so calm and beautiful, with a very soothing vibe. Overall, Thenmala is a perfect destination if you want a mix of nature, light adventure, and peace. A must-visit place for a relaxed day trip.",3 months ago
Akhilesh Prajapati,ChIJ8YVwxCXWBTsRvT3uZ68XOd4,Thenmala Dam,5,"Thenmala Dam is honestly one of the best dam sites I have ever seen. The view is simply breathtaking. When the sunlight reflects on the water, it looks absolutely mesmerizing, something that’s really hard to put into words. You just stand there and take it all in.
The wind here is quite strong and incredibly refreshing, which makes the whole experience even better. The surroundings feel calm, peaceful, and close to nature, making it a perfect place to relax and unwind.
Overall, this place is totally worth visiting. If you enjoy scenic views, fresh air, and serene natural beauty, Thenmala Dam is a must see.",2 months ago
Greewin Mathew,ChIJ8YVwxCXWBTsRvT3uZ68XOd4,Thenmala Dam,5,"Thenmala Dam is a beautiful sight, especially during the monsoon when the reservoir is full. Unlike some other dams in Kerala, there are many spots here where you can actually take great photos. The Leisure Zone and the Suspension Bridge offer fantastic views of the structure and the river. It’s a peaceful place for a walk, and the musical fountain in the evening is a must-see. Highly recommend for families!
If you go near Thenmala, you must visit the dam barrage; the entry fee is only ₹10.""",3 months ago
Joshith Jacob,ChIJ8YVwxCXWBTsRvT3uZ68XOd4,Thenmala Dam,5,A good place to spend a day with friends or family. You can visit the power generating station by getting prior permission. Good parking area. Beware of monkeys. Children's park is available. Tickets are available at the entrance. Worth a visit. Usually not crowded. Bringing snacks is recommended.,4 months ago
Devarshi Raj,ChIJYcmgkrEXrjsRLJXEahB3kOs,Indiahikes,5,"My first trek with Indiahikes to Kedarkantha was an incredible experience and a great introduction to Himalayan trekking. The entire trek was very well organized — from clear communication before the trek to the on-ground execution by the trek leaders and support staff.

What stood out most was the professionalism and safety focus of the team. The trek leaders were knowledgeable, approachable, and made sure everyone in the group was comfortable and acclimatizing well. The campsites were beautiful, the food on the trek was surprisingly good, and the overall management made the journey enjoyable rather than stressful.

Kedarkantha itself is a fantastic first Himalayan trek with stunning views throughout, and doing it with Indiahikes made the experience smooth and memorable. I’d definitely recommend them to anyone looking to start their trekking journey in the Himalayas.",a month ago
