node,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,katz_centrality,pagerank,hits_hub,hits_authority,label,node_type,average_rank
place::ChIJmx_yi8kHBzsR2s_M3Lsl5qY,0.4528301886792453,0.0041464320781254135,0.5196236165959729,0.0,0.10481027758332646,0.008623070363795388,0.013010682255335596,0.013010682255335594,Amappara,place,43.5
place::ChIJzwJEEgjnBjsR0AN97RqwiyM,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10885643751630272,0.008607036767199027,0.013307986009137969,0.013307986009137974,Katalagar waterfalls,place,44.125
place::ChIJ681py5edBjsRbgFCDabz7qc,0.4528301886792453,0.0,0.55627756465461,0.0,0.10285620401567047,0.008854706699860172,0.012990348306681264,0.012990348306681266,Sunfield sambavar vadakarai,place,44.75
place::ChIJp799eI9HBDsR3P-8VWdE1GY,0.4528301886792453,0.008763898840325876,0.5216454983726109,0.0,0.10230448559042388,0.0086325915179216,0.012797468047586292,0.012797468047586292,Manimutharu WaterFalls,place,45.25
place::ChIJH0lvh7pfBDsR4JZ68aVoA5A,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10810662965930322,0.008576383465404696,0.013246770806165592,0.013246770806165592,Kuthara Paanjan Waterfalls,place,45.875
place::ChIJr_DnasZDBDsRdHpzZHl96h0,0.4528301886792453,0.00019902873975001989,0.525736835614749,0.0,0.10465563723522223,0.00871459402706899,0.013009227428899364,0.013009227428899366,Kalakad Thalayanai,place,46.875
place::ChIJa2HAxYaBBjsRLEYXjUoKnoo,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10780893906552486,0.008563014303539913,0.013223255873678412,0.013223255873678418,PUDUR NEERTHEKAM,place,47.125
place::ChIJwW9191LmBjsRkZD5R5tjbhc,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10775749616594058,0.008546126162270152,0.013210318192948102,0.013210318192948097,Rakachi Amman kovil Water Falls,place,47.875
place::ChIJ_9tz5U4qBDsRge10f2JIiNM,0.4591194968553459,0.007940678062483653,0.5278066656762245,0.0,0.09365756675749783,0.008327372976330086,0.012084568514662032,0.012084568514662027,Boat House - Courtallam குற்றாலம் படகு குழாம்,place,49.125
place::ChIJOUefPGkxBDsRLVNIHIf6eAw,0.4591194968553459,0.007768186488033633,0.5216454983726109,0.0,0.09575887197134218,0.008254760922095912,0.012253158763729888,0.012253158763729885,Mini silver falls,place,50.0
place::ChIJJ2IpcmrdBjsRiMBIP75mPrI,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10686116638876578,0.008509349363415401,0.013133775379375979,0.013133775379375977,Shenbaga Thoppu,place,50.25
place::ChIJWRNsgJU3BDsRSULsvBpnuQs,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10646533707260133,0.008494691097126902,0.013101867170988992,0.013101867170988995,Thalaiyanai Bathing spot,place,51.5
place::ChIJdXZuOVN1BDsRo4MXhjggCPw,0.4528301886792453,0.0004046917708250405,0.525736835614749,0.0,0.1027660132452293,0.008486063704673894,0.012825433494450528,0.012825433494450526,Tamirabarani River dam falls,place,51.5
place::ChIJjU74dBhdBDsRI5lqEHTos7M,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10599439771227676,0.008466755650788608,0.013055811526779617,0.013055811526779615,Thirukurungudi Lake side,place,52.375
place::ChIJZ-zxuGY9BDsRrMy860z5NG8,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10468406200992132,0.0083948406178184,0.012937573689281176,0.012937573689281175,Ariyanayagipuram check dam,place,54.625
place::ChIJKxkbwjYqBDsRm9JusPV_SjQ,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10459666651878696,0.008396530786392957,0.012932221154222984,0.012932221154222986,Chitraruvi,place,54.75
place::ChIJA771Nu19BjsRu-mZnMyN80c,0.44654088050314467,0.0,0.5176173478060271,0.0,0.1045966665187869,0.008396530786392957,0.012932221154222984,0.01293222115422298,Manalar Waterfalls(achankoil),place,55.125
place::ChIJ1S7Asz1_BjsRHMPTvhPcsew,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10459666651878687,0.008396530786392957,0.012932221154222984,0.012932221154222982,Thenmala Reserve Forest,place,55.125
place::ChIJ-a4Fh485BDsReE8HkiZ5qBg,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10454030608854371,0.008396624552188611,0.012927350895874113,0.01292735089587411,Manimuthar Dam Shutter,place,55.75
place::ChIJT0cJOkIvBDsRp3Dc1hZZjns,0.44654088050314467,6.634291325000662e-06,0.5176173478060271,0.0,0.10389118440560084,0.008365422054101767,0.012870226235743453,0.012870226235743455,Ramanadhi Dam,place,56.375
place::ChIJpYX5oKS0BzsRCF-SFs2O4X4,0.44654088050314467,0.0,0.5176173478060271,0.0,0.10384669850102547,0.00835507193647887,0.012864240443882213,0.012864240443882216,Thangalpara,place,57.25
place::ChIJ5U3FUsN6BzsRXLUT1A2krkE,0.44654088050314467,6.634291325000662e-06,0.5176173478060271,0.0,0.10370324237369502,0.008346581237268138,0.012849814618004865,0.012849814618004865,Mannavanur Lake,place,57.375
place::ChIJ36JWOwC5BjsRugbLvK0JrnA,0.44654088050314467,6.634291325000662e-06,0.5176173478060271,0.0,0.1003505056962209,0.00817856921291362,0.012552813717052216,0.01255281371705222,Iraichan water fall,place,59.5
